,TRADING_DATE,DELIVERY_DATE,MEAN
11039,2017-05-02,2017-05-01,4.45
11040,2017-05-01,2017-04-01,4.57
11041,2017-05-01,2017-08-01,4.57
11042,2017-05-01,2017-07-01,4.57
11043,2017-05-01,2017-06-01,4.57
11044,2017-05-01,2017-05-01,4.57
11045,2017-04-30,2017-04-01,4.57
11046,2017-04-30,2017-08-01,4.57
11047,2017-04-30,2017-07-01,4.57
11048,2017-04-30,2017-06-01,4.57
11049,2017-04-30,2017-05-01,4.57
11050,2017-04-29,2017-04-01,4.57
11051,2017-04-29,2017-08-01,4.57
11052,2017-04-29,2017-07-01,4.57
11053,2017-04-29,2017-06-01,4.57
11054,2017-04-29,2017-05-01,4.57
11055,2017-04-28,2017-04-01,4.57
11056,2017-04-28,2017-08-01,4.57
11057,2017-04-28,2017-07-01,4.57
11058,2017-04-28,2017-06-01,4.57
11059,2017-04-28,2017-05-01,4.57
11060,2017-04-27,2017-04-01,4.55
11061,2017-04-27,2017-08-01,4.55
11062,2017-04-27,2017-07-01,4.55
11063,2017-04-27,2017-06-01,4.55
11064,2017-04-27,2017-05-01,4.55
11065,2017-04-26,2017-04-01,4.61
11066,2017-04-26,2017-08-01,4.61
11067,2017-04-26,2017-07-01,4.61
11068,2017-04-26,2017-06-01,4.61
11069,2017-04-26,2017-05-01,4.61
11070,2017-04-25,2017-04-01,4.5
11071,2017-04-25,2017-08-01,4.5
11072,2017-04-25,2017-07-01,4.5
11073,2017-04-25,2017-06-01,4.5
11074,2017-04-25,2017-05-01,4.5
11075,2017-04-24,2017-04-01,4.64
11076,2017-04-24,2017-08-01,4.64
11077,2017-04-24,2017-07-01,4.64
11078,2017-04-24,2017-06-01,4.64
11079,2017-04-24,2017-05-01,4.64
11080,2017-04-23,2017-04-01,4.57
11081,2017-04-23,2017-07-01,4.57
11082,2017-04-23,2017-06-01,4.57
11083,2017-04-23,2017-05-01,4.57
11084,2017-04-22,2017-04-01,4.57
11085,2017-04-22,2017-07-01,4.57
11086,2017-04-22,2017-06-01,4.57
11087,2017-04-22,2017-05-01,4.57
11088,2017-04-21,2017-04-01,4.57
11089,2017-04-21,2017-07-01,4.57
11090,2017-04-21,2017-06-01,4.57
11091,2017-04-21,2017-05-01,4.57
11092,2017-04-20,2017-04-01,4.75
11093,2017-04-20,2017-07-01,4.75
11094,2017-04-20,2017-06-01,4.75
11095,2017-04-20,2017-05-01,4.75
11096,2017-04-19,2017-04-01,4.83
11097,2017-04-19,2017-07-01,4.83
11098,2017-04-19,2017-06-01,4.83
11099,2017-04-19,2017-05-01,4.83
11100,2017-04-18,2017-04-01,4.86
11101,2017-04-18,2017-07-01,4.86
11102,2017-04-18,2017-06-01,4.86
11103,2017-04-18,2017-05-01,4.86
11104,2017-04-17,2017-04-01,4.95
11105,2017-04-17,2017-07-01,4.95
11106,2017-04-17,2017-06-01,4.95
11107,2017-04-17,2017-05-01,4.95
11108,2017-04-16,2017-04-01,4.95
11109,2017-04-16,2017-07-01,4.95
11110,2017-04-16,2017-06-01,4.95
11111,2017-04-16,2017-05-01,4.95
11112,2017-04-15,2017-04-01,4.95
11113,2017-04-15,2017-07-01,4.95
11114,2017-04-15,2017-06-01,4.95
11115,2017-04-15,2017-05-01,4.95
11116,2017-04-14,2017-04-01,4.95
11117,2017-04-14,2017-07-01,4.95
11118,2017-04-14,2017-06-01,4.95
11119,2017-04-14,2017-05-01,4.95
11120,2017-04-13,2017-04-01,4.95
11121,2017-04-13,2017-07-01,4.95
11122,2017-04-13,2017-06-01,4.95
11123,2017-04-13,2017-05-01,4.95
11124,2017-04-12,2017-04-01,4.93
11125,2017-04-12,2017-07-01,4.93
11126,2017-04-12,2017-06-01,4.93
11127,2017-04-12,2017-05-01,4.93
11128,2017-04-11,2017-04-01,4.87
11129,2017-04-11,2017-07-01,4.87
11130,2017-04-11,2017-06-01,4.87
11131,2017-04-11,2017-05-01,4.87
11132,2017-04-10,2017-04-01,4.79
11133,2017-04-10,2017-07-01,4.79
11134,2017-04-10,2017-06-01,4.79
11135,2017-04-10,2017-05-01,4.79
11136,2017-04-09,2017-04-01,4.89
11137,2017-04-09,2017-07-01,4.89
11138,2017-04-09,2017-06-01,4.89
11139,2017-04-09,2017-05-01,4.89
11140,2017-04-08,2017-04-01,4.89
11141,2017-04-08,2017-07-01,4.89
11142,2017-04-08,2017-06-01,4.89
11143,2017-04-08,2017-05-01,4.89
11144,2017-04-07,2017-04-01,4.89
11145,2017-04-07,2017-07-01,4.89
11146,2017-04-07,2017-06-01,4.89
11147,2017-04-07,2017-05-01,4.89
11148,2017-04-06,2017-04-01,5.06
11149,2017-04-06,2017-07-01,5.06
11150,2017-04-06,2017-06-01,5.06
11151,2017-04-06,2017-05-01,5.06
11152,2017-04-05,2017-04-01,4.82
11153,2017-04-05,2017-07-01,4.82
11154,2017-04-05,2017-06-01,4.82
11155,2017-04-05,2017-05-01,4.82
11156,2017-04-04,2017-03-01,4.65
11157,2017-04-04,2017-07-01,4.65
11158,2017-04-04,2017-06-01,4.65
11159,2017-04-04,2017-05-01,4.65
11160,2017-04-04,2017-04-01,4.65
11161,2017-04-03,2017-03-01,4.87
11162,2017-04-03,2017-07-01,4.87
11163,2017-04-03,2017-06-01,4.87
11164,2017-04-03,2017-05-01,4.87
11165,2017-04-03,2017-04-01,4.87
11166,2017-04-02,2017-05-01,4.58021167
11167,2017-04-02,2017-06-01,4.58021167
11168,2017-04-02,2017-07-01,4.58021167
11169,2017-04-02,2017-03-01,4.58021167
11170,2017-04-02,2017-04-01,4.58021167
11171,2017-04-01,2017-06-01,4.69
11172,2017-04-01,2017-07-01,4.69
11173,2017-04-01,2017-03-01,4.69
11174,2017-04-01,2017-04-01,4.69
11175,2017-04-01,2017-05-01,4.69
11176,2017-03-31,2017-07-01,4.69
11177,2017-03-31,2017-03-01,4.69
11178,2017-03-31,2017-04-01,4.69
11179,2017-03-31,2017-05-01,4.69
11180,2017-03-31,2017-06-01,4.69
11181,2017-03-30,2017-06-01,4.92
11182,2017-03-30,2017-07-01,4.92
11183,2017-03-30,2017-05-01,4.92
11184,2017-03-30,2017-04-01,4.92
11185,2017-03-30,2017-03-01,4.92
11186,2017-03-29,2017-07-01,4.76
11187,2017-03-29,2017-06-01,4.76
11188,2017-03-29,2017-05-01,4.76
11189,2017-03-29,2017-04-01,4.76
11190,2017-03-29,2017-03-01,4.76
11191,2017-03-28,2017-05-01,4.74
11192,2017-03-28,2017-07-01,4.74
11193,2017-03-28,2017-06-01,4.74
11194,2017-03-28,2017-04-01,4.74
11195,2017-03-28,2017-03-01,4.74
11196,2017-03-27,2017-07-01,4.63
11197,2017-03-27,2017-06-01,4.63
11198,2017-03-27,2017-05-01,4.63
11199,2017-03-27,2017-04-01,4.63
11200,2017-03-27,2017-03-01,4.63
11201,2017-03-26,2017-07-01,4.77
11202,2017-03-26,2017-06-01,4.77
11203,2017-03-26,2017-05-01,4.77
11204,2017-03-26,2017-04-01,4.77
11205,2017-03-26,2017-03-01,4.77
11206,2017-03-25,2017-07-01,4.77
11207,2017-03-25,2017-06-01,4.77
11208,2017-03-25,2017-05-01,4.77
11209,2017-03-25,2017-04-01,4.77
11210,2017-03-25,2017-03-01,4.77
11211,2017-03-24,2017-06-01,4.77
11212,2017-03-24,2017-07-01,4.77
11213,2017-03-24,2017-05-01,4.77
11214,2017-03-24,2017-04-01,4.77
11215,2017-03-24,2017-03-01,4.77
11216,2017-03-23,2017-06-01,4.98
11217,2017-03-23,2017-05-01,4.98
11218,2017-03-23,2017-04-01,4.98
11219,2017-03-23,2017-03-01,4.98
11220,2017-03-22,2017-05-01,4.97
11221,2017-03-22,2017-06-01,4.97
11222,2017-03-22,2017-04-01,4.97
11223,2017-03-22,2017-03-01,4.97
11224,2017-03-21,2017-06-01,4.94
11225,2017-03-21,2017-05-01,4.94
11226,2017-03-21,2017-04-01,4.94
11227,2017-03-21,2017-03-01,4.94
11228,2017-03-20,2017-06-01,4.99
11229,2017-03-20,2017-05-01,4.99
11230,2017-03-20,2017-04-01,4.99
11231,2017-03-20,2017-03-01,4.99
11232,2017-03-19,2017-05-01,5.14
11233,2017-03-19,2017-06-01,5.14
11234,2017-03-19,2017-04-01,5.14
11235,2017-03-19,2017-03-01,5.14
11236,2017-03-18,2017-06-01,5.14
11237,2017-03-18,2017-05-01,5.14
11238,2017-03-18,2017-04-01,5.14
11239,2017-03-18,2017-03-01,5.14
11240,2017-03-17,2017-06-01,5.14
11241,2017-03-17,2017-05-01,5.14
11242,2017-03-17,2017-04-01,5.14
11243,2017-03-17,2017-03-01,5.14
11244,2017-03-16,2017-06-01,5.15
11245,2017-03-16,2017-05-01,5.15
11246,2017-03-16,2017-04-01,5.15
11247,2017-03-16,2017-03-01,5.15
11248,2017-03-15,2017-06-01,5.2
11249,2017-03-15,2017-05-01,5.2
11250,2017-03-15,2017-04-01,5.2
11251,2017-03-15,2017-03-01,5.2
11252,2017-03-14,2017-06-01,5.11
11253,2017-03-14,2017-05-01,5.11
11254,2017-03-14,2017-04-01,5.11
11255,2017-03-14,2017-03-01,5.11
11256,2017-03-13,2017-06-01,5.16
11257,2017-03-13,2017-05-01,5.16
11258,2017-03-13,2017-04-01,5.16
11259,2017-03-13,2017-03-01,5.16
11260,2017-03-12,2017-06-01,5.17
11261,2017-03-12,2017-05-01,5.17
11262,2017-03-12,2017-04-01,5.17
11263,2017-03-12,2017-03-01,5.17
11264,2017-03-11,2017-05-01,5.17
11265,2017-03-11,2017-04-01,5.17
11266,2017-03-11,2017-06-01,5.17
11267,2017-03-11,2017-03-01,5.17
11268,2017-03-10,2017-06-01,5.17
11269,2017-03-10,2017-05-01,5.17
11270,2017-03-10,2017-04-01,5.17
11271,2017-03-10,2017-03-01,5.17
11272,2017-03-09,2017-04-01,5.13
11273,2017-03-09,2017-06-01,5.13
11274,2017-03-09,2017-05-01,5.13
11275,2017-03-09,2017-03-01,5.13
11276,2017-03-08,2017-06-01,5.24
11277,2017-03-08,2017-05-01,5.24
11278,2017-03-08,2017-04-01,5.24
11279,2017-03-08,2017-03-01,5.24
11280,2017-03-07,2017-06-01,5.38
11281,2017-03-07,2017-05-01,5.38
11282,2017-03-07,2017-04-01,5.38
11283,2017-03-07,2017-03-01,5.38
11284,2017-03-07,2017-02-01,5.38
11285,2017-03-06,2017-04-01,5.49
11286,2017-03-06,2017-02-01,5.49
11287,2017-03-06,2017-03-01,5.49
11288,2017-03-06,2017-05-01,5.49
11289,2017-03-06,2017-06-01,5.49
11290,2017-03-05,2017-04-01,5.6
11291,2017-03-05,2017-06-01,5.6
11292,2017-03-05,2017-05-01,5.6
11293,2017-03-05,2017-03-01,5.6
11294,2017-03-05,2017-02-01,5.6
11295,2017-03-04,2017-06-01,5.6
11296,2017-03-04,2017-05-01,5.6
11297,2017-03-04,2017-04-01,5.6
11298,2017-03-04,2017-03-01,5.6
11299,2017-03-04,2017-02-01,5.6
11300,2017-03-03,2017-04-01,5.6
11301,2017-03-03,2017-06-01,5.6
11302,2017-03-03,2017-05-01,5.6
11303,2017-03-03,2017-03-01,5.6
11304,2017-03-03,2017-02-01,5.6
11305,2017-03-02,2017-06-01,5.47
11306,2017-03-02,2017-05-01,5.47
11307,2017-03-02,2017-04-01,5.47
11308,2017-03-02,2017-03-01,5.47
11309,2017-03-02,2017-02-01,5.47
11310,2017-03-01,2017-06-01,5.91
11311,2017-03-01,2017-05-01,5.91
11312,2017-03-01,2017-04-01,5.91
11313,2017-03-01,2017-03-01,5.91
11314,2017-03-01,2017-02-01,5.91
11315,2017-02-28,2017-06-01,5.24
11316,2017-02-28,2017-05-01,5.24
11317,2017-02-28,2017-04-01,5.24
11318,2017-02-28,2017-03-01,5.24
11319,2017-02-28,2017-02-01,5.24
11320,2017-02-27,2017-06-01,5.2
11321,2017-02-27,2017-05-01,5.2
11322,2017-02-27,2017-04-01,5.2
11323,2017-02-27,2017-03-01,5.2
11324,2017-02-27,2017-02-01,5.2
11325,2017-02-26,2017-06-01,5.39
11326,2017-02-26,2017-05-01,5.39
11327,2017-02-26,2017-04-01,5.39
11328,2017-02-26,2017-03-01,5.39
11329,2017-02-26,2017-02-01,5.39
11330,2017-02-25,2017-06-01,5.39
11331,2017-02-25,2017-05-01,5.39
11332,2017-02-25,2017-04-01,5.39
11333,2017-02-25,2017-03-01,5.39
11334,2017-02-25,2017-02-01,5.39
11335,2017-02-24,2017-06-01,5.39
11336,2017-02-24,2017-05-01,5.39
11337,2017-02-24,2017-04-01,5.39
11338,2017-02-24,2017-03-01,5.39
11339,2017-02-24,2017-02-01,5.39
11340,2017-02-23,2017-04-01,5.35
11341,2017-02-23,2017-06-01,5.35
11342,2017-02-23,2017-05-01,5.35
11343,2017-02-23,2017-03-01,5.35
11344,2017-02-23,2017-02-01,5.35
11345,2017-02-22,2017-04-01,5.07
11346,2017-02-22,2017-05-01,5.07
11347,2017-02-22,2017-03-01,5.07
11348,2017-02-22,2017-06-01,5.07
11349,2017-02-22,2017-02-01,5.07
11350,2017-02-21,2017-05-01,5.05
11351,2017-02-21,2017-04-01,5.05
11352,2017-02-21,2017-03-01,5.05
11353,2017-02-21,2017-02-01,5.05
11354,2017-02-20,2017-04-01,5.09
11355,2017-02-20,2017-05-01,5.09
11356,2017-02-20,2017-03-01,5.09
11357,2017-02-20,2017-02-01,5.09
11358,2017-02-19,2017-05-01,4.98
11359,2017-02-19,2017-04-01,4.98
11360,2017-02-19,2017-03-01,4.98
11361,2017-02-19,2017-02-01,4.98
11362,2017-02-18,2017-05-01,4.98
11363,2017-02-18,2017-04-01,4.98
11364,2017-02-18,2017-03-01,4.98
11365,2017-02-18,2017-02-01,4.98
11366,2017-02-17,2017-02-01,4.98
11367,2017-02-17,2017-05-01,4.98
11368,2017-02-17,2017-04-01,4.98
11369,2017-02-17,2017-03-01,4.98
11370,2017-02-16,2017-05-01,4.94
11371,2017-02-16,2017-04-01,4.94
11372,2017-02-16,2017-03-01,4.94
11373,2017-02-16,2017-02-01,4.94
11374,2017-02-15,2017-05-01,5.07
11375,2017-02-15,2017-04-01,5.07
11376,2017-02-15,2017-03-01,5.07
11377,2017-02-15,2017-02-01,5.07
11378,2017-02-14,2017-05-01,5.13
11379,2017-02-14,2017-04-01,5.13
11380,2017-02-14,2017-03-01,5.13
11381,2017-02-14,2017-02-01,5.13
11382,2017-02-13,2017-05-01,4.9
11383,2017-02-13,2017-04-01,4.9
11384,2017-02-13,2017-03-01,4.9
11385,2017-02-13,2017-02-01,4.9
11386,2017-02-12,2017-05-01,5.12
11387,2017-02-12,2017-04-01,5.12
11388,2017-02-12,2017-03-01,5.12
11389,2017-02-12,2017-02-01,5.12
11390,2017-02-11,2017-05-01,5.12
11391,2017-02-11,2017-04-01,5.12
11392,2017-02-11,2017-03-01,5.12
11393,2017-02-11,2017-02-01,5.12
11394,2017-02-10,2017-04-01,5.12
11395,2017-02-10,2017-05-01,5.12
11396,2017-02-10,2017-03-01,5.12
11397,2017-02-10,2017-02-01,5.12
11398,2017-02-09,2017-05-01,5.29
11399,2017-02-09,2017-04-01,5.29
11400,2017-02-09,2017-03-01,5.29
11401,2017-02-09,2017-02-01,5.29
11402,2017-02-08,2017-05-01,5.22
11403,2017-02-08,2017-04-01,5.22
11404,2017-02-08,2017-03-01,5.22
11405,2017-02-08,2017-02-01,5.22
11406,2017-02-07,2017-05-01,5.17
11407,2017-02-07,2017-04-01,5.17
11408,2017-02-07,2017-03-01,5.17
11409,2017-02-07,2017-02-01,5.17
11410,2017-02-06,2017-04-01,5.1
11411,2017-02-06,2017-05-01,5.1
11412,2017-02-06,2017-03-01,5.1
11413,2017-02-06,2017-02-01,5.1
11414,2017-02-05,2017-04-01,5.16
11415,2017-02-05,2017-03-01,5.16
11416,2017-02-05,2017-02-01,5.16
11417,2017-02-05,2017-05-01,5.16
11418,2017-02-04,2017-02-01,5.16
11419,2017-02-04,2017-05-01,5.16
11420,2017-02-04,2017-04-01,5.16
11421,2017-02-04,2017-03-01,5.16
11422,2017-02-04,2017-01-01,5.16
11423,2017-02-03,2017-05-01,5.16
11424,2017-02-03,2017-04-01,5.16
11425,2017-02-03,2017-03-01,5.16
11426,2017-02-03,2017-02-01,5.16
11427,2017-02-03,2017-01-01,5.16
11428,2017-02-02,2017-05-01,5.23
11429,2017-02-02,2017-04-01,5.23
11430,2017-02-02,2017-03-01,5.23
11431,2017-02-02,2017-02-01,5.23
11432,2017-02-02,2017-01-01,5.23
11433,2017-02-01,2017-04-01,5.28
11434,2017-02-01,2017-03-01,5.28
11435,2017-02-01,2017-05-01,5.28
11436,2017-02-01,2017-02-01,5.28
11437,2017-02-01,2017-01-01,5.28
11438,2017-01-31,2017-03-01,5.36
11439,2017-01-31,2017-05-01,5.36
11440,2017-01-31,2017-04-01,5.36
11441,2017-01-31,2017-02-01,5.36
11442,2017-01-31,2017-01-01,5.36
11443,2017-01-30,2017-05-01,5.17
11444,2017-01-30,2017-04-01,5.17
11445,2017-01-30,2017-03-01,5.17
11446,2017-01-30,2017-02-01,5.17
11447,2017-01-30,2017-01-01,5.17
11448,2017-01-29,2017-05-01,4.92
11449,2017-01-29,2017-04-01,4.92
11450,2017-01-29,2017-03-01,4.92
11451,2017-01-29,2017-02-01,4.92
11452,2017-01-29,2017-01-01,4.92
11453,2017-01-28,2017-05-01,4.92
11454,2017-01-28,2017-04-01,4.92
11455,2017-01-28,2017-03-01,4.92
11456,2017-01-28,2017-02-01,4.92
11457,2017-01-28,2017-01-01,4.92
11458,2017-01-27,2017-05-01,4.92
11459,2017-01-27,2017-04-01,4.92
11460,2017-01-27,2017-03-01,4.92
11461,2017-01-27,2017-02-01,4.92
11462,2017-01-27,2017-01-01,4.92
11463,2017-01-26,2017-05-01,5.2
11464,2017-01-26,2017-04-01,5.2
11465,2017-01-26,2017-03-01,5.2
11466,2017-01-26,2017-02-01,5.2
11467,2017-01-26,2017-01-01,5.2
11468,2017-01-25,2017-05-01,4.98
11469,2017-01-25,2017-03-01,4.98
11470,2017-01-25,2017-04-01,4.98
11471,2017-01-25,2017-02-01,4.98
11472,2017-01-25,2017-01-01,4.98
11473,2017-01-24,2017-03-01,5.09
11474,2017-01-24,2017-05-01,5.09
11475,2017-01-24,2017-04-01,5.09
11476,2017-01-24,2017-02-01,5.09
11477,2017-01-24,2017-01-01,5.09
11478,2017-01-23,2017-05-01,5.33
11479,2017-01-23,2017-04-01,5.33
11480,2017-01-23,2017-03-01,5.33
11481,2017-01-23,2017-02-01,5.33
11482,2017-01-23,2017-01-01,5.33
11483,2017-01-22,2017-04-01,5.43
11484,2017-01-22,2017-05-01,5.43
11485,2017-01-22,2017-03-01,5.43
11486,2017-01-22,2017-02-01,5.43
11487,2017-01-22,2017-01-01,5.43
11488,2017-01-21,2017-04-01,5.43
11489,2017-01-21,2017-03-01,5.43
11490,2017-01-21,2017-02-01,5.43
11491,2017-01-21,2017-01-01,5.43
11492,2017-01-20,2017-04-01,5.43
11493,2017-01-20,2017-03-01,5.43
11494,2017-01-20,2017-02-01,5.43
11495,2017-01-20,2017-01-01,5.43
11496,2017-01-19,2017-04-01,5.2
11497,2017-01-19,2017-03-01,5.2
11498,2017-01-19,2017-02-01,5.2
11499,2017-01-19,2017-01-01,5.2
11500,2017-01-18,2017-04-01,4.84
11501,2017-01-18,2017-03-01,4.84
11502,2017-01-18,2017-02-01,4.84
11503,2017-01-18,2017-01-01,4.84
11504,2017-01-17,2017-03-01,5.0
11505,2017-01-17,2017-02-01,5.0
11506,2017-01-17,2017-04-01,5.0
11507,2017-01-17,2017-01-01,5.0
11508,2017-01-16,2017-04-01,4.7
11509,2017-01-16,2017-03-01,4.7
11510,2017-01-16,2017-02-01,4.7
11511,2017-01-16,2017-01-01,4.7
11512,2017-01-15,2017-04-01,5.05
11513,2017-01-15,2017-03-01,5.05
11514,2017-01-15,2017-02-01,5.05
11515,2017-01-15,2017-01-01,5.05
11516,2017-01-14,2017-02-01,5.05
11517,2017-01-14,2017-04-01,5.05
11518,2017-01-14,2017-03-01,5.05
11519,2017-01-14,2017-01-01,5.05
11520,2017-01-13,2017-04-01,5.05
11521,2017-01-13,2017-03-01,5.05
11522,2017-01-13,2017-02-01,5.05
11523,2017-01-13,2017-01-01,5.05
11524,2017-01-12,2017-04-01,5.05
11525,2017-01-12,2017-03-01,5.05
11526,2017-01-12,2017-02-01,5.05
11527,2017-01-12,2017-01-01,5.05
11528,2017-01-11,2017-04-01,5.53
11529,2017-01-11,2017-03-01,5.53
11530,2017-01-11,2017-02-01,5.53
11531,2017-01-11,2017-01-01,5.53
11532,2017-01-10,2017-03-01,5.52
11533,2017-01-10,2017-04-01,5.52
11534,2017-01-10,2017-02-01,5.52
11535,2017-01-10,2017-01-01,5.52
11536,2017-01-09,2017-02-01,5.28
11537,2017-01-09,2017-03-01,5.28
11538,2017-01-09,2017-04-01,5.28
11539,2017-01-09,2017-01-01,5.28
11540,2017-01-08,2017-04-01,5.05
11541,2017-01-08,2017-03-01,5.05
11542,2017-01-08,2017-02-01,5.05
11543,2017-01-08,2017-01-01,5.05
11544,2017-01-07,2017-04-01,5.05
11545,2017-01-07,2017-03-01,5.05
11546,2017-01-07,2017-02-01,5.05
11547,2017-01-07,2017-01-01,5.05
11548,2017-01-06,2017-04-01,5.05
11549,2017-01-06,2017-03-01,5.05
11550,2017-01-06,2017-02-01,5.05
11551,2017-01-06,2017-01-01,5.05
11552,2017-01-05,2017-04-01,5.3
11553,2017-01-05,2017-03-01,5.3
11554,2017-01-05,2017-02-01,5.3
11555,2017-01-05,2017-01-01,5.3
11556,2017-01-04,2017-04-01,5.73
11557,2017-01-04,2017-03-01,5.73
11558,2017-01-04,2017-02-01,5.73
11559,2017-01-04,2017-01-01,5.73
11560,2017-01-03,2017-04-01,5.44
11561,2017-01-03,2017-03-01,5.44
11562,2017-01-03,2017-02-01,5.44
11563,2017-01-03,2017-01-01,5.44
11564,2017-01-02,2017-04-01,6.14
11565,2017-01-02,2017-03-01,6.14
11566,2017-01-02,2017-02-01,6.14
11567,2017-01-02,2017-01-01,6.14
11568,2017-01-01,2017-03-01,6.57
11569,2017-01-01,2017-04-01,6.57
11570,2017-01-01,2017-02-01,6.57
11571,2017-01-01,2017-01-01,6.57
11572,2016-12-31,2017-03-01,6.57
11573,2016-12-31,2017-02-01,6.57
11574,2016-12-31,2017-04-01,6.57
11575,2016-12-31,2017-01-01,6.57
11576,2016-12-31,2016-12-01,6.54
11577,2016-12-30,2017-02-01,6.57
11578,2016-12-30,2017-04-01,6.57
11579,2016-12-30,2017-03-01,6.57
11580,2016-12-30,2017-01-01,6.57
11581,2016-12-30,2016-12-01,6.54
11582,2016-12-29,2017-04-01,6.37
11583,2016-12-29,2017-03-01,6.37
11584,2016-12-29,2017-02-01,6.37
11585,2016-12-29,2017-01-01,6.37
11586,2016-12-29,2016-12-01,6.34
11587,2016-12-28,2017-04-01,6.34
11588,2016-12-28,2017-03-01,6.34
11589,2016-12-28,2017-02-01,6.34
11590,2016-12-28,2017-01-01,6.34
11591,2016-12-28,2016-12-01,6.32
11592,2016-12-27,2017-04-01,6.34
11593,2016-12-27,2017-03-01,6.34
11594,2016-12-27,2017-02-01,6.34
11595,2016-12-27,2017-01-01,6.34
11596,2016-12-27,2016-12-01,6.32
11597,2016-12-26,2017-04-01,6.24
11598,2016-12-26,2017-03-01,6.24
11599,2016-12-26,2017-02-01,6.24
11600,2016-12-26,2017-01-01,6.24
11601,2016-12-26,2016-12-01,6.22
11602,2016-12-25,2017-02-01,6.24
11603,2016-12-25,2017-04-01,6.24
11604,2016-12-25,2017-03-01,6.24
11605,2016-12-25,2017-01-01,6.24
11606,2016-12-25,2016-12-01,6.22
11607,2016-12-24,2017-03-01,6.24
11608,2016-12-24,2017-01-01,6.24
11609,2016-12-24,2017-02-01,6.24
11610,2016-12-24,2017-04-01,6.24
11611,2016-12-24,2016-12-01,6.22
11612,2016-12-23,2017-02-01,6.24
11613,2016-12-23,2017-04-01,6.24
11614,2016-12-23,2017-03-01,6.24
11615,2016-12-23,2017-01-01,6.24
11616,2016-12-23,2016-12-01,6.22
11617,2016-12-22,2017-03-01,6.09
11618,2016-12-22,2017-02-01,6.09
11619,2016-12-22,2017-01-01,6.09
11620,2016-12-22,2016-12-01,6.07
11621,2016-12-21,2017-02-01,5.82
11622,2016-12-21,2017-03-01,5.82
11623,2016-12-21,2017-01-01,5.82
11624,2016-12-21,2016-12-01,5.8
11625,2016-12-20,2017-03-01,5.25
11626,2016-12-20,2017-02-01,5.25
11627,2016-12-20,2017-01-01,5.25
11628,2016-12-20,2016-12-01,5.23
11629,2016-12-19,2017-03-01,5.12
11630,2016-12-19,2017-02-01,5.12
11631,2016-12-19,2017-01-01,5.12
11632,2016-12-19,2016-12-01,5.09
11633,2016-12-18,2017-03-01,4.95
11634,2016-12-18,2017-02-01,4.95
11635,2016-12-18,2017-01-01,4.95
11636,2016-12-18,2016-12-01,4.93
11637,2016-12-17,2016-12-01,4.93
11638,2016-12-17,2017-03-01,4.95
11639,2016-12-17,2017-02-01,4.95
11640,2016-12-17,2017-01-01,4.95
11641,2016-12-16,2017-03-01,4.95
11642,2016-12-16,2017-02-01,4.95
11643,2016-12-16,2017-01-01,4.95
11644,2016-12-16,2016-12-01,4.93
11645,2016-12-15,2017-03-01,4.86
11646,2016-12-15,2017-02-01,4.86
11647,2016-12-15,2017-01-01,4.86
11648,2016-12-15,2016-12-01,4.84
11649,2016-12-14,2017-03-01,5.04
11650,2016-12-14,2017-02-01,5.04
11651,2016-12-14,2017-01-01,5.04
11652,2016-12-14,2016-12-01,5.01
11653,2016-12-13,2017-03-01,4.81
11654,2016-12-13,2017-02-01,4.81
11655,2016-12-13,2017-01-01,4.81
11656,2016-12-13,2016-12-01,4.79
11657,2016-12-12,2017-03-01,4.89
11658,2016-12-12,2017-02-01,4.89
11659,2016-12-12,2017-01-01,4.89
11660,2016-12-12,2016-12-01,4.87
11661,2016-12-11,2017-03-01,4.48
11662,2016-12-11,2017-02-01,4.48
11663,2016-12-11,2017-01-01,4.48
11664,2016-12-11,2016-12-01,4.46
11665,2016-12-10,2017-03-01,4.48
11666,2016-12-10,2017-02-01,4.48
11667,2016-12-10,2017-01-01,4.48
11668,2016-12-10,2016-12-01,4.46
11669,2016-12-09,2017-03-01,4.48
11670,2016-12-09,2017-02-01,4.48
11671,2016-12-09,2017-01-01,4.48
11672,2016-12-09,2016-12-01,4.46
11673,2016-12-08,2017-02-01,4.63
11674,2016-12-08,2017-03-01,4.63
11675,2016-12-08,2017-01-01,4.63
11676,2016-12-08,2016-12-01,4.61
11677,2016-12-07,2017-01-01,4.32
11678,2016-12-07,2016-12-01,4.3
11679,2016-12-07,2017-02-01,4.32
11680,2016-12-07,2017-03-01,4.32
11681,2016-12-06,2017-01-01,4.52
11682,2016-12-06,2017-03-01,4.52
11683,2016-12-06,2017-02-01,4.52
11684,2016-12-06,2016-12-01,4.5
11685,2016-12-05,2017-03-01,4.4
11686,2016-12-05,2017-02-01,4.4
11687,2016-12-05,2017-01-01,4.4
11688,2016-12-05,2016-12-01,4.37
11689,2016-12-05,2016-11-01,4.37
11690,2016-12-04,2016-12-01,4.3
11691,2016-12-04,2017-03-01,4.33
11692,2016-12-04,2017-02-01,4.33
11693,2016-12-04,2017-01-01,4.33
11694,2016-12-04,2016-11-01,4.3
11695,2016-12-03,2017-02-01,4.33
11696,2016-12-03,2017-01-01,4.33
11697,2016-12-03,2017-03-01,4.33
11698,2016-12-03,2016-12-01,4.3
11699,2016-12-03,2016-11-01,4.3
11700,2016-12-02,2017-01-01,4.33
11701,2016-12-02,2017-03-01,4.33
11702,2016-12-02,2017-02-01,4.33
